brand,name,gender,year,top_notes,heart_notes,base_notes,family,rating,imageUrl
Frederic Malle,Zenith Sillage 0499,UNISEX,2023,Mint;Bergamot;Fig Leaf,Iris;Geranium;Coffee,Benzoin;Vetiver;Labdanum,Floral Woody Musk,3.6,
Le Labo,Aura Sillage 0500,MEN,1987,Bergamot;Saffron;Pink Pepper,Tuberose;Violet;Geranium,Sandalwood;Incense;Cashmeran,Oriental Vanilla,3.6,https://images.odora.it/perfumes/le-labo-0500.jpg
Dior,Saffron Nectar 0501,WOMEN,2002,Cardamom;Ginger;Mandarin,Fig;Cinnamon;Orange Blossom,Incense;Oakmoss;Oud,Amber Gourmand,4.3,
Chanel,Absolu Veil 0502,MEN,1995,Ginger;Saffron;Cardamom,Cedar;Iris;Nutmeg,Benzoin;Vanilla;Sandalwood,Aromatic Fougere,4.2,
Xerjoff,Luminous Spirit 0503,WOMEN,1996,Mandarin;Pink Pepper;Grapefruit,Cinnamon;Orange Blossom;Iris,Myrrh;Incense;Vetiver,Woody Amber,3.7,
Lattafa,Midnight Veil 0504,WOMEN,2011,Bergamot;Saffron;Aldehydes,Cedar;Tuberose;Orange Blossom,Tonka Bean;Oud;Leather,Woody Spicy,4.4,
Amouage,Oud Essence 0505,MEN,1982,Pink Pepper;Aldehydes;Bergamot,Orange Blossom;Lavender;Dates,Oud;Amber;Tonka Bean,Oriental Vanilla,3.9,https://images.odora.it/perfumes/amouage-0505.jpg
Tom Ford,Midnight Legend 0506,MEN,1995,Mint;Lavender;Saffron,Geranium;Coffee;Iris,Benzoin;Myrrh;Praline,Woody Amber,4.5,
Guerlain,Saffron Sillage 0507,WOMEN,2018,Ginger;Lavender;Mint,Cinnamon;Geranium;Rose,Cashmeran;Myrrh;Benzoin,Amber Gourmand,4.8,
Maison Francis Kurkdjian,Oud Code 0508,WOMEN,1986,Pear;Pink Pepper;Cardamom,Tuberose;Cinnamon;Fig,Incense;Cashmeran;Oud,Oriental Vanilla,4.2,
Diptyque,Aura Edition 0509,MEN,2000,Mandarin;Apple;Cardamom,Nutmeg;Lavender;Geranium,Amber;Labdanum;Sandalwood,Citrus Aromatic,3.6,
Byredo,Luminous Eau de Parfum 0510,WOMEN,2006,Cardamom;Bergamot;Fig Leaf,Dates;Cedar;Rose,Musk;Cashmeran;Cedarwood,Citrus Aromatic,4.1,https://images.odora.it/perfumes/byredo-0510.jpg
Yves Saint Laurent,Absolu Nectar 0511,MEN,2001,Fig Leaf;Lemon;Pear,Fig;Iris;Geranium,Tonka Bean;Vetiver;Sandalwood,Fresh Citrus,4.2,
Acqua di Parma,Eclat Veil 0512,WOMEN,2013,Grapefruit;Mint;Lemon,Tuberose;Jasmine;Ylang Ylang,Myrrh;Leather;Oakmoss,Aromatic Fougere,4.6,
Parfums de Marly,Silk Elixir 0513,UNISEX,1994,Grapefruit;Saffron;Mandarin,Orange Blossom;Nutmeg;Fig,Leather;Tonka Bean;Musk,Woody Amber,3.7,
Initio,Amber Fusion 0514,WOMEN,2008,Mint;Ginger;Juniper Berries,Nutmeg;Dates;Iris,Sandalwood;Cashmeran;Oud,Citrus Aromatic,4.3,
Mancera,Absolu Bloom 0515,WOMEN,2003,Lemon;Pink Pepper;Ginger,Iris;Rose;Fig,Sandalwood;Vetiver;Cashmeran,Woody Amber,4.4,https://images.odora.it/perfumes/mancera-0515.jpg
Montale,Intense Elixir 0516,MEN,2015,Mandarin;Mint;Saffron,Patchouli;Coffee;Cinnamon,Leather;Vetiver;Cashmeran,Citrus Aromatic,4.4,
Nishane,Oud Eau de Parfum 0517,MEN,2009,Fig Leaf;Apple;Neroli,Jasmine;Orange Blossom;Fig,Cashmeran;Benzoin;Myrrh,Floral Musk,4.8,
Memo Paris,Opaline Fusion 0518,UNISEX,2005,Fig Leaf;Cardamom;Mint,Orange Blossom;Cinnamon;Ylang Ylang,Benzoin;Musk;Oakmoss,Citrus Aromatic,3.5,
Frederic Malle,Noir Legend 0519,UNISEX,1985,Lavender;Aldehydes;Bergamot,Rose;Jasmine;Nutmeg,Vetiver;Praline;Cashmeran,Fresh Citrus,3.5,
Le Labo,Midnight Reserve 0520,MEN,1983,Mint;Lemon;Cardamom,Lavender;Nutmeg;Jasmine,Amber;Praline;Oakmoss,Fresh Citrus,4.3,https://images.odora.it/perfumes/le-labo-0520.jpg
Dior,Noble Fusion 0521,UNISEX,2004,Bergamot;Saffron;Lemon,Violet;Ylang Ylang;Dates,Oakmoss;Cashmeran;Musk,Floral Musk,4.1,
Chanel,Oud Edition 0522,MEN,2002,Apple;Aldehydes;Pear,Fig;Coffee;Tuberose,Oakmoss;Myrrh;Vetiver,Citrus Aromatic,4.0,
Xerjoff,Noir Veil 0523,UNISEX,1994,Lemon;Mint;Aldehydes,Coffee;Dates;Lavender,Leather;Oakmoss;Oud,Fresh Citrus,4.6,
Lattafa,Opaline Signature 0524,WOMEN,1992,Pear;Ginger;Apple,Violet;Cinnamon;Cedar,Oakmoss;Cedarwood;Cashmeran,Green Aromatic,3.8,
Amouage,Saffron Bloom 0525,UNISEX,1992,Aldehydes;Ginger;Grapefruit,Jasmine;Geranium;Lavender,Sandalwood;Oakmoss;Cashmeran,Aromatic Fougere,4.4,https://images.odora.it/perfumes/amouage-0525.jpg
Tom Ford,Aura Reserve 0526,UNISEX,2002,Mint;Aldehydes;Bergamot,Cedar;Nutmeg;Tuberose,Sandalwood;Benzoin;Incense,Fresh Citrus,4.5,
Guerlain,Royal Veil 0527,UNISEX,1985,Ginger;Pink Pepper;Mandarin,Rose;Lavender;Iris,Cashmeran;Leather;Amber,Aromatic Fougere,4.5,
Maison Francis Kurkdjian,Zenith Bloom 0528,UNISEX,1995,Aldehydes;Ginger;Neroli,Ylang Ylang;Geranium;Nutmeg,Vetiver;Cedarwood;Sandalwood,Floral Musk,3.8,
Diptyque,Silk Legend 0529,WOMEN,1995,Lemon;Fig Leaf;Neroli,Cedar;Jasmine;Iris,Labdanum;Cedarwood;Tonka Bean,Amber Gourmand,4.6,
Byredo,Opaline Parfum 0530,UNISEX,1983,Pear;Mandarin;Lavender,Nutmeg;Tuberose;Cinnamon,Vetiver;Sandalwood;Myrrh,Oriental Vanilla,4.6,https://images.odora.it/perfumes/byredo-0530.jpg
Yves Saint Laurent,Noir Nectar 0531,UNISEX,2005,Aldehydes;Bergamot;Apple,Jasmine;Cinnamon;Coffee,Amber;Incense;Vanilla,Woody Amber,4.3,
Acqua di Parma,Absolu Code 0532,MEN,2011,Cardamom;Apple;Pear,Iris;Geranium;Lavender,Cedarwood;Leather;Vanilla,Oriental Vanilla,4.4,
Parfums de Marly,Eclat Trail 0533,MEN,2008,Lavender;Bergamot;Ginger,Rose;Patchouli;Dates,Cashmeran;Musk;Leather,Woody Amber,3.9,
Initio,Opaline Parfum 0534,MEN,2018,Bergamot;Mandarin;Pink Pepper,Nutmeg;Coffee;Violet,Vanilla;Incense;Cashmeran,Aromatic Fougere,4.2,
Mancera,Mystic Sillage 0535,UNISEX,1989,Cardamom;Bergamot;Juniper Berries,Coffee;Iris;Tuberose,Vetiver;Benzoin;Cedarwood,Woody Spicy,3.9,https://images.odora.it/perfumes/mancera-0535.jpg
Montale,Velvet Trail 0536,MEN,1989,Grapefruit;Ginger;Neroli,Orange Blossom;Fig;Coffee,Sandalwood;Myrrh;Amber,Fresh Citrus,3.9,
Nishane,Midnight Eau de Parfum 0537,MEN,1986,Mint;Bergamot;Juniper Berries,Orange Blossom;Iris;Fig,Vetiver;Myrrh;Tonka Bean,Floral Musk,4.2,
Memo Paris,Absolu Edition 0538,UNISEX,1994,Neroli;Apple;Juniper Berries,Cedar;Ylang Ylang;Violet,Leather;Tonka Bean;Myrrh,Fresh Citrus,4.2,
Frederic Malle,Eclat Trail 0539,MEN,1989,Cardamom;Apple;Lavender,Geranium;Nutmeg;Cinnamon,Benzoin;Amber;Myrrh,Floral Musk,4.2,
Le Labo,Noir Eau de Parfum 0540,WOMEN,2011,Apple;Lavender;Cardamom,Fig;Iris;Lavender,Vetiver;Oud;Incense,Woody Spicy,4.4,https://images.odora.it/perfumes/le-labo-0540.jpg
Dior,Mystic Veil 0541,UNISEX,2011,Grapefruit;Pear;Mint,Cedar;Lavender;Cinnamon,Vanilla;Musk;Benzoin,Aromatic Fougere,4.4,
Chanel,Amber Sillage 0542,MEN,2012,Fig Leaf;Juniper Berries;Mandarin,Iris;Ylang Ylang;Fig,Leather;Praline;Sandalwood,Woody Spicy,4.3,
Xerjoff,Opaline Veil 0543,MEN,1986,Neroli;Aldehydes;Lavender,Jasmine;Iris;Violet,Cashmeran;Incense;Sandalwood,Fresh Citrus,4.1,
Lattafa,Oud Veil 0544,WOMEN,2002,Mandarin;Ginger;Lavender,Cedar;Coffee;Fig,Myrrh;Cedarwood;Vanilla,Amber Gourmand,3.7,
Amouage,Intense Edition 0545,WOMEN,2019,Pear;Cardamom;Neroli,Lavender;Cedar;Violet,Incense;Oakmoss;Praline,Aromatic Fougere,4.2,https://images.odora.it/perfumes/amouage-0545.jpg
Tom Ford,Oud Legend 0546,UNISEX,2024,Bergamot;Mint;Neroli,Geranium;Rose;Tuberose,Oud;Cedarwood;Vetiver,Woody Spicy,4.0,
Guerlain,Absolu Nectar 0547,UNISEX,1985,Pear;Aldehydes;Bergamot,Cinnamon;Lavender;Dates,Praline;Labdanum;Benzoin,Floral Musk,4.8,
Maison Francis Kurkdjian,Opaline Pulse 0548,MEN,2014,Mandarin;Mint;Pear,Nutmeg;Tuberose;Cinnamon,Leather;Amber;Tonka Bean,Floral Musk,3.6,
Diptyque,Aura Edition 0549,UNISEX,2010,Cardamom;Ginger;Grapefruit,Orange Blossom;Dates;Patchouli,Myrrh;Sandalwood;Musk,Woody Amber,4.4,
Byredo,Saffron Edition 0550,WOMEN,2024,Saffron;Pear;Bergamot,Rose;Violet;Tuberose,Myrrh;Leather;Incense,Woody Spicy,3.5,https://images.odora.it/perfumes/byredo-0550.jpg
Yves Saint Laurent,Absolu Trail 0551,MEN,2009,Mint;Fig Leaf;Pink Pepper,Lavender;Tuberose;Dates,Musk;Cedarwood;Benzoin,Woody Amber,4.1,
Acqua di Parma,Luminous Legend 0552,UNISEX,1991,Bergamot;Pear;Saffron,Patchouli;Violet;Dates,Benzoin;Myrrh;Oakmoss,Fresh Citrus,4.0,
Parfums de Marly,Aura Whisper 0553,WOMEN,2022,Pear;Pink Pepper;Grapefruit,Rose;Tuberose;Jasmine,Myrrh;Oud;Cedarwood,Woody Amber,3.6,
Initio,Oud Spirit 0554,UNISEX,1981,Mandarin;Saffron;Apple,Coffee;Dates;Geranium,Vetiver;Oud;Musk,Amber Gourmand,3.5,
Mancera,Zenith Spirit 0555,MEN,2021,Apple;Lavender;Neroli,Rose;Cedar;Patchouli,Vanilla;Vetiver;Cedarwood,Green Aromatic,4.6,https://images.odora.it/perfumes/mancera-0555.jpg
Montale,Midnight Code 0556,UNISEX,1994,Pink Pepper;Neroli;Ginger,Lavender;Tuberose;Coffee,Praline;Leather;Oakmoss,Floral Woody Musk,3.5,
Nishane,Opaline Signature 0557,WOMEN,2010,Juniper Berries;Saffron;Pear,Rose;Lavender;Orange Blossom,Benzoin;Tonka Bean;Vanilla,Aromatic Fougere,3.8,
Memo Paris,Silk Veil 0558,WOMEN,2001,Apple;Lavender;Fig Leaf,Tuberose;Violet;Orange Blossom,Sandalwood;Oakmoss;Benzoin,Citrus Aromatic,4.8,
Frederic Malle,Absolu Parfum 0559,WOMEN,2011,Lemon;Bergamot;Juniper Berries,Dates;Patchouli;Coffee,Leather;Incense;Cashmeran,Woody Amber,3.7,
Le Labo,Noble Spirit 0560,UNISEX,2000,Cardamom;Lavender;Ginger,Ylang Ylang;Geranium;Nutmeg,Praline;Sandalwood;Cedarwood,Floral Musk,4.8,https://images.odora.it/perfumes/le-labo-0560.jpg
Dior,Aura Fusion 0561,UNISEX,1988,Pink Pepper;Mint;Saffron,Patchouli;Ylang Ylang;Coffee,Tonka Bean;Vetiver;Musk,Green Aromatic,4.5,
Chanel,Saffron Essence 0562,MEN,1988,Bergamot;Mandarin;Mint,Jasmine;Geranium;Patchouli,Myrrh;Benzoin;Amber,Fresh Citrus,3.9,
Xerjoff,Amber Legend 0563,WOMEN,1997,Aldehydes;Juniper Berries;Bergamot,Cinnamon;Orange Blossom;Iris,Labdanum;Leather;Benzoin,Floral Woody Musk,4.7,
Lattafa,Aura Edition 0564,WOMEN,2012,Apple;Lemon;Juniper Berries,Fig;Geranium;Nutmeg,Praline;Leather;Cashmeran,Green Aromatic,3.8,
Amouage,Eclat Edition 0565,UNISEX,2000,Bergamot;Aldehydes;Fig Leaf,Tuberose;Violet;Rose,Incense;Cashmeran;Amber,Woody Amber,4.0,https://images.odora.it/perfumes/amouage-0565.jpg
Tom Ford,Midnight Spirit 0566,WOMEN,2007,Fig Leaf;Lavender;Mint,Iris;Geranium;Ylang Ylang,Oud;Tonka Bean;Vetiver,Fresh Citrus,4.8,
Guerlain,Aura Reserve 0567,MEN,1995,Neroli;Mandarin;Grapefruit,Dates;Fig;Iris,Praline;Cashmeran;Oakmoss,Citrus Aromatic,4.5,
Maison Francis Kurkdjian,Silk Whisper 0568,WOMEN,2009,Aldehydes;Cardamom;Bergamot,Coffee;Jasmine;Ylang Ylang,Myrrh;Sandalwood;Benzoin,Green Aromatic,4.4,
Diptyque,Amber Reserve 0569,UNISEX,2012,Ginger;Lavender;Fig Leaf,Tuberose;Patchouli;Coffee,Amber;Musk;Tonka Bean,Woody Spicy,4.6,
Byredo,Mystic Signature 0570,UNISEX,1986,Pink Pepper;Mandarin;Neroli,Lavender;Patchouli;Coffee,Vetiver;Myrrh;Praline,Aromatic Fougere,4.5,https://images.odora.it/perfumes/byredo-0570.jpg
Yves Saint Laurent,Aura Parfum 0571,WOMEN,1997,Apple;Ginger;Bergamot,Ylang Ylang;Violet;Patchouli,Myrrh;Sandalwood;Cashmeran,Oriental Vanilla,3.7,
Acqua di Parma,Royal Reserve 0572,WOMEN,2021,Ginger;Aldehydes;Pear,Violet;Patchouli;Cinnamon,Labdanum;Tonka Bean;Myrrh,Fresh Citrus,4.5,
Parfums de Marly,Aura Elixir 0573,UNISEX,1985,Saffron;Pear;Ginger,Rose;Iris;Fig,Praline;Musk;Oakmoss,Woody Spicy,4.8,
Initio,Noir Bloom 0574,MEN,1989,Lavender;Ginger;Fig Leaf,Rose;Geranium;Ylang Ylang,Cashmeran;Musk;Cedarwood,Green Aromatic,4.8,
Mancera,Intense Legend 0575,MEN,1995,Mandarin;Lemon;Juniper Berries,Geranium;Fig;Tuberose,Oud;Vetiver;Cedarwood,Oriental Vanilla,3.7,https://images.odora.it/perfumes/mancera-0575.jpg
Montale,Mystic Whisper 0576,UNISEX,1995,Mint;Mandarin;Neroli,Tuberose;Patchouli;Iris,Cashmeran;Labdanum;Vanilla,Floral Musk,4.4,
Nishane,Silk Bloom 0577,UNISEX,1987,Lavender;Juniper Berries;Pink Pepper,Cinnamon;Geranium;Orange Blossom,Benzoin;Leather;Tonka Bean,Floral Woody Musk,3.6,
Memo Paris,Solar Essence 0578,WOMEN,2011,Mandarin;Pink Pepper;Apple,Lavender;Iris;Patchouli,Tonka Bean;Labdanum;Oud,Citrus Aromatic,4.4,
Frederic Malle,Saffron Code 0579,UNISEX,1996,Neroli;Ginger;Pink Pepper,Cinnamon;Patchouli;Jasmine,Sandalwood;Cedarwood;Cashmeran,Oriental Vanilla,3.5,
Le Labo,Amber Edition 0580,UNISEX,1989,Cardamom;Pear;Bergamot,Rose;Geranium;Patchouli,Oud;Cashmeran;Myrrh,Floral Woody Musk,3.6,https://images.odora.it/perfumes/le-labo-0580.jpg
Dior,Midnight Spirit 0581,MEN,1983,Saffron;Pink Pepper;Cardamom,Fig;Iris;Coffee,Cedarwood;Oakmoss;Tonka Bean,Amber Gourmand,4.4,
Chanel,Mystic Essence 0582,MEN,2019,Neroli;Cardamom;Grapefruit,Nutmeg;Jasmine;Cinnamon,Amber;Musk;Sandalwood,Amber Gourmand,3.8,
Xerjoff,Silk Fusion 0583,UNISEX,1989,Saffron;Mandarin;Lavender,Jasmine;Geranium;Dates,Amber;Benzoin;Oakmoss,Floral Woody Musk,4.6,
Lattafa,Luminous Elixir 0584,MEN,1990,Bergamot;Aldehydes;Mint,Orange Blossom;Coffee;Tuberose,Cedarwood;Labdanum;Musk,Amber Gourmand,4.0,
Amouage,Eclat Trail 0585,UNISEX,2009,Lavender;Fig Leaf;Apple,Geranium;Fig;Tuberose,Labdanum;Cedarwood;Benzoin,Floral Musk,3.9,https://images.odora.it/perfumes/amouage-0585.jpg
Tom Ford,Noble Essence 0586,UNISEX,1997,Lemon;Mint;Lavender,Jasmine;Fig;Tuberose,Vanilla;Benzoin;Oakmoss,Woody Spicy,4.0,
Guerlain,Luminous Signature 0587,MEN,2000,Juniper Berries;Grapefruit;Mandarin,Violet;Tuberose;Ylang Ylang,Oud;Tonka Bean;Sandalwood,Floral Woody Musk,4.4,
Maison Francis Kurkdjian,Luminous Nectar 0588,MEN,1997,Juniper Berries;Grapefruit;Apple,Coffee;Orange Blossom;Patchouli,Sandalwood;Musk;Vetiver,Woody Amber,4.4,
Diptyque,Luminous Edition 0589,UNISEX,2017,Pear;Apple;Aldehydes,Cedar;Violet;Jasmine,Cashmeran;Sandalwood;Oud,Woody Amber,4.0,
Byredo,Solar Signature 0590,WOMEN,1992,Mandarin;Neroli;Ginger,Geranium;Coffee;Ylang Ylang,Incense;Musk;Labdanum,Green Aromatic,4.4,https://images.odora.it/perfumes/byredo-0590.jpg
Yves Saint Laurent,Noir Eau de Parfum 0591,WOMEN,2009,Fig Leaf;Pink Pepper;Mandarin,Rose;Tuberose;Coffee,Cashmeran;Tonka Bean;Cedarwood,Aromatic Fougere,3.5,
Acqua di Parma,Absolu Pulse 0592,WOMEN,1991,Mint;Pear;Saffron,Cedar;Orange Blossom;Jasmine,Vetiver;Tonka Bean;Amber,Aromatic Fougere,4.7,
Parfums de Marly,Mystic Pulse 0593,UNISEX,1986,Apple;Fig Leaf;Lavender,Coffee;Fig;Dates,Musk;Cashmeran;Benzoin,Floral Musk,4.2,
Initio,Aura Eau de Parfum 0594,UNISEX,2000,Pear;Neroli;Juniper Berries,Rose;Violet;Patchouli,Vetiver;Leather;Sandalwood,Floral Musk,4.1,
Mancera,Zenith Legend 0595,MEN,1984,Mint;Ginger;Mandarin,Rose;Fig;Tuberose,Labdanum;Vanilla;Vetiver,Green Aromatic,4.4,https://images.odora.it/perfumes/mancera-0595.jpg
Montale,Noble Essence 0596,WOMEN,1984,Mandarin;Apple;Bergamot,Ylang Ylang;Orange Blossom;Tuberose,Amber;Vetiver;Musk,Oriental Vanilla,3.9,
Nishane,Intense Signature 0597,MEN,1980,Lavender;Mandarin;Lemon,Patchouli;Dates;Ylang Ylang,Cashmeran;Oud;Myrrh,Woody Spicy,3.5,
Memo Paris,Noble Bloom 0598,MEN,1987,Grapefruit;Pink Pepper;Juniper Berries,Orange Blossom;Ylang Ylang;Iris,Myrrh;Sandalwood;Labdanum,Aromatic Fougere,4.4,
Frederic Malle,Absolu Bloom 0599,WOMEN,2020,Mandarin;Lemon;Pink Pepper,Ylang Ylang;Violet;Iris,Cashmeran;Musk;Sandalwood,Woody Amber,4.7,
Le Labo,Absolu Fusion 0600,WOMEN,1998,Lemon;Mandarin;Cardamom,Jasmine;Fig;Cedar,Cashmeran;Tonka Bean;Cedarwood,Fresh Citrus,4.0,https://images.odora.it/perfumes/le-labo-0600.jpg
Dior,Absolu Sillage 0601,UNISEX,2001,Pink Pepper;Grapefruit;Ginger,Dates;Lavender;Coffee,Tonka Bean;Amber;Oakmoss,Floral Woody Musk,3.7,
Chanel,Amber Signature 0602,UNISEX,1985,Pear;Lavender;Apple,Nutmeg;Lavender;Cedar,Benzoin;Myrrh;Cashmeran,Floral Musk,4.8,
Xerjoff,Eclat Eau de Parfum 0603,UNISEX,1993,Pink Pepper;Mint;Pear,Cinnamon;Jasmine;Rose,Oud;Tonka Bean;Musk,Amber Gourmand,3.6,
Lattafa,Saffron Parfum 0604,UNISEX,2015,Aldehydes;Juniper Berries;Saffron,Geranium;Cedar;Patchouli,Leather;Musk;Incense,Amber Gourmand,3.9,
Amouage,Velvet Fusion 0605,WOMEN,1998,Aldehydes;Bergamot;Mint,Coffee;Fig;Cedar,Amber;Vanilla;Labdanum,Woody Amber,4.6,https://images.odora.it/perfumes/amouage-0605.jpg
Tom Ford,Opaline Sillage 0606,UNISEX,2002,Fig Leaf;Apple;Lemon,Lavender;Rose;Tuberose,Vanilla;Leather;Cashmeran,Woody Spicy,4.8,
Guerlain,Saffron Bloom 0607,WOMEN,1998,Apple;Pink Pepper;Juniper Berries,Coffee;Jasmine;Lavender,Labdanum;Oakmoss;Amber,Woody Spicy,3.6,
Maison Francis Kurkdjian,Intense Veil 0608,UNISEX,2001,Mandarin;Apple;Mint,Tuberose;Nutmeg;Iris,Oud;Labdanum;Vanilla,Amber Gourmand,4.0,
Diptyque,Velvet Spirit 0609,UNISEX,2019,Apple;Cardamom;Lemon,Lavender;Iris;Fig,Myrrh;Oakmoss;Benzoin,Floral Musk,4.1,
Byredo,Aura Fusion 0610,WOMEN,1982,Mandarin;Cardamom;Pear,Ylang Ylang;Tuberose;Lavender,Tonka Bean;Praline;Cashmeran,Woody Amber,4.0,https://images.odora.it/perfumes/byredo-0610.jpg
Yves Saint Laurent,Midnight Veil 0611,WOMEN,1991,Saffron;Pink Pepper;Fig Leaf,Cedar;Orange Blossom;Patchouli,Vetiver;Sandalwood;Incense,Woody Amber,4.3,
Acqua di Parma,Eclat Reserve 0612,WOMEN,2005,Bergamot;Juniper Berries;Mandarin,Jasmine;Lavender;Tuberose,Labdanum;Musk;Benzoin,Floral Musk,4.6,
Parfums de Marly,Mystic Whisper 0613,MEN,2024,Neroli;Bergamot;Aldehydes,Tuberose;Rose;Dates,Amber;Benzoin;Myrrh,Fresh Citrus,4.3,
Initio,Noble Sillage 0614,MEN,2016,Lemon;Cardamom;Juniper Berries,Coffee;Dates;Orange Blossom,Vetiver;Labdanum;Musk,Woody Amber,3.5,
Mancera,Mystic Nectar 0615,WOMEN,1985,Lavender;Lemon;Juniper Berries,Patchouli;Geranium;Cinnamon,Tonka Bean;Benzoin;Cedarwood,Floral Woody Musk,4.2,https://images.odora.it/perfumes/mancera-0615.jpg
Montale,Opaline Elixir 0616,WOMEN,1997,Neroli;Bergamot;Pear,Geranium;Coffee;Jasmine,Vanilla;Praline;Cashmeran,Woody Amber,4.0,
Nishane,Noir Eau de Parfum 0617,WOMEN,1989,Neroli;Saffron;Cardamom,Patchouli;Coffee;Tuberose,Amber;Myrrh;Vetiver,Floral Musk,3.7,
Memo Paris,Luminous Veil 0618,UNISEX,1992,Juniper Berries;Cardamom;Aldehydes,Violet;Fig;Cinnamon,Sandalwood;Praline;Oud,Floral Woody Musk,4.9,
Frederic Malle,Intense Edition 0619,WOMEN,2019,Pear;Mandarin;Lavender,Jasmine;Coffee;Patchouli,Oakmoss;Sandalwood;Oud,Floral Musk,4.2,
Le Labo,Eclat Veil 0620,WOMEN,2014,Pink Pepper;Saffron;Ginger,Lavender;Tuberose;Rose,Tonka Bean;Labdanum;Benzoin,Aromatic Fougere,3.8,https://images.odora.it/perfumes/le-labo-0620.jpg
Dior,Amber Parfum 0621,WOMEN,1988,Cardamom;Pink Pepper;Lavender,Iris;Lavender;Tuberose,Benzoin;Cedarwood;Oakmoss,Fresh Citrus,3.7,
Chanel,Solar Edition 0622,WOMEN,1983,Grapefruit;Saffron;Pear,Violet;Geranium;Patchouli,Cashmeran;Leather;Cedarwood,Aromatic Fougere,4.5,
Xerjoff,Silk Pulse 0623,WOMEN,1992,Mint;Aldehydes;Juniper Berries,Geranium;Lavender;Patchouli,Labdanum;Vanilla;Vetiver,Green Aromatic,4.2,
Lattafa,Silk Pulse 0624,WOMEN,2009,Ginger;Aldehydes;Cardamom,Lavender;Iris;Cedar,Praline;Myrrh;Tonka Bean,Citrus Aromatic,4.6,
Amouage,Mystic Nectar 0625,MEN,2001,Mandarin;Lavender;Apple,Rose;Cedar;Nutmeg,Incense;Amber;Cashmeran,Woody Spicy,4.8,https://images.odora.it/perfumes/amouage-0625.jpg
Tom Ford,Midnight Code 0626,MEN,1996,Mandarin;Juniper Berries;Pink Pepper,Jasmine;Violet;Iris,Incense;Amber;Praline,Floral Woody Musk,3.6,
Guerlain,Luminous Sillage 0627,WOMEN,2002,Grapefruit;Lemon;Mint,Iris;Ylang Ylang;Dates,Tonka Bean;Incense;Vetiver,Green Aromatic,3.6,
Maison Francis Kurkdjian,Silk Trail 0628,UNISEX,1997,Cardamom;Lavender;Aldehydes,Jasmine;Rose;Nutmeg,Oakmoss;Sandalwood;Labdanum,Fresh Citrus,4.0,
Diptyque,Silk Trail 0629,UNISEX,2023,Lavender;Apple;Lemon,Fig;Ylang Ylang;Orange Blossom,Leather;Vetiver;Tonka Bean,Woody Spicy,4.4,
Byredo,Amber Nectar 0630,MEN,2011,Ginger;Pink Pepper;Juniper Berries,Fig;Cinnamon;Violet,Praline;Incense;Vanilla,Citrus Aromatic,3.9,https://images.odora.it/perfumes/byredo-0630.jpg
Yves Saint Laurent,Oud Spirit 0631,MEN,2024,Mandarin;Bergamot;Ginger,Coffee;Orange Blossom;Patchouli,Leather;Myrrh;Benzoin,Green Aromatic,4.3,
Acqua di Parma,Intense Fusion 0632,MEN,1994,Apple;Pear;Aldehydes,Coffee;Cinnamon;Fig,Oud;Cedarwood;Benzoin,Oriental Vanilla,4.7,
Parfums de Marly,Saffron Veil 0633,WOMEN,1993,Juniper Berries;Apple;Lemon,Iris;Patchouli;Coffee,Labdanum;Incense;Praline,Floral Musk,4.3,
Initio,Eclat Nectar 0634,UNISEX,2020,Bergamot;Fig Leaf;Mandarin,Violet;Cedar;Dates,Oud;Incense;Amber,Woody Spicy,4.1,
Mancera,Royal Essence 0635,WOMEN,1998,Ginger;Mint;Lemon,Rose;Tuberose;Coffee,Incense;Myrrh;Amber,Floral Musk,4.4,https://images.odora.it/perfumes/mancera-0635.jpg
Montale,Mystic Trail 0636,MEN,2001,Bergamot;Grapefruit;Saffron,Cinnamon;Dates;Ylang Ylang,Praline;Oud;Myrrh,Aromatic Fougere,4.3,
Nishane,Mystic Veil 0637,WOMEN,1989,Mandarin;Ginger;Fig Leaf,Nutmeg;Tuberose;Lavender,Amber;Cashmeran;Oud,Floral Musk,4.8,
Memo Paris,Absolu Fusion 0638,UNISEX,1982,Neroli;Cardamom;Pink Pepper,Lavender;Rose;Violet,Amber;Musk;Sandalwood,Aromatic Fougere,3.9,
Frederic Malle,Silk Whisper 0639,WOMEN,1982,Neroli;Grapefruit;Saffron,Tuberose;Dates;Cedar,Vanilla;Oud;Oakmoss,Amber Gourmand,4.2,
Le Labo,Noir Code 0640,UNISEX,2024,Aldehydes;Fig Leaf;Mandarin,Patchouli;Ylang Ylang;Coffee,Labdanum;Vetiver;Incense,Aromatic Fougere,4.1,https://images.odora.it/perfumes/le-labo-0640.jpg
Dior,Amber Sillage 0641,UNISEX,1998,Neroli;Apple;Pear,Tuberose;Cinnamon;Iris,Sandalwood;Musk;Amber,Green Aromatic,4.4,
Chanel,Solar Bloom 0642,WOMEN,1991,Neroli;Ginger;Bergamot,Nutmeg;Cinnamon;Lavender,Myrrh;Praline;Oakmoss,Fresh Citrus,4.1,
Xerjoff,Luminous Eau de Parfum 0643,MEN,2021,Saffron;Juniper Berries;Grapefruit,Orange Blossom;Fig;Nutmeg,Sandalwood;Vetiver;Benzoin,Green Aromatic,4.8,
